example_id,target
13000,0.800000151942665
13001,0.8000000522834111
13002,0.79999975262428
13003,0.7999992529653466
13004,0.799998553306736
13005,0.799997653648623
13006,0.7999965539912324
13007,0.7999952543348394
13008,0.7999937546797686
13009,0.7999920550263951
13010,0.7999901553751438
13011,0.7999880557264897
13012,0.7999857560809575
13013,0.7999832564391223
13014,0.7999805568016088
13015,0.7999776571690921
13016,0.799974557542297
13017,0.7999712579219984
13018,0.7999677583090213
13019,0.7999640587042406
13020,0.7999601591085811
13021,0.7999560595230178
13022,0.7999517599485755
13023,0.7999472603863291
13024,0.7999425608374037
13025,0.799937661302974
13026,0.7999325617842646
13027,0.799927262282551
13028,0.7999217627991576
13029,0.7999160633354594
13030,0.7999101638928814
13031,0.7999040644728984
13032,0.799897765077035
13033,0.7998912657068664
13034,0.7998845663640172
13035,0.7998776670501624
13036,0.7998705677670267
13037,0.799863268516385
13038,0.7998557693000621
13039,0.7998480701199326
13040,0.7998401709779217
13041,0.799832071876004
13042,0.7998237728162041
13043,0.7998152738005969
13044,0.7998065748313072
13045,0.7997976759105098
13046,0.7997885770404292
13047,0.7997792782233402
13048,0.7997697794615676
13049,0.7997600807574861
13050,0.7997501821135202
13051,0.7997400835321447
13052,0.7997297850158842
13053,0.7997192865673133
13054,0.7997085881890567
13055,0.799697689883789
13056,0.7996865916542346
13057,0.7996752935031681
13058,0.7996637954334143
13059,0.7996520974478475
13060,0.7996401995493921
13061,0.7996281017410228
13062,0.7996158040257638
13063,0.7996033064066898
13064,0.799590608886925
13065,0.7995777114696438
13066,0.7995646141580707
13067,0.7995513169554799
13068,0.7995378198651957
13069,0.7995241228905924
13070,0.7995102260350941
13071,0.7994961293021753
13072,0.79948183269536
13073,0.7994673362182223
13074,0.7994526398743865
13075,0.7994377436675265
13076,0.7994226476013665
13077,0.7994073516796804
13078,0.7993918559062921
13079,0.7993761602850757
13080,0.7993602648199553
13081,0.7993441695149043
13082,0.7993278743739467
13083,0.7993113794011565
13084,0.7992946846006571
13085,0.7992777899766225
13086,0.7992606955332762
13087,0.7992434012748918
13088,0.7992259072057928
13089,0.7992082133303529
13090,0.7991903196529955
13091,0.799172226178194
13092,0.7991539329104715
13093,0.7991354398544018
13094,0.7991167470146079
13095,0.799097854395763
13096,0.7990787620025903
13097,0.799059469839863
13098,0.7990399779124038
13099,0.7990202862250859
13100,0.7990003947828324
13101,0.7989803035906158
13102,0.7989600126534591
13103,0.7989395219764351
13104,0.7989188315646664
13105,0.7988979414233253
13106,0.7988768515576348
13107,0.7988555619728671
13108,0.7988340726743446
13109,0.7988123836674398
13110,0.7987904949575747
13111,0.7987684065502215
13112,0.7987461184509026
13113,0.7987236306651897
13114,0.7987009431987049
13115,0.79867805605712
13116,0.7986549692461568
13117,0.798631682771587
13118,0.7986081966392321
13119,0.7985845108549638
13120,0.7985606254247035
13121,0.7985365403544227
13122,0.7985122556501423
13123,0.7984877713179337
13124,0.7984630873639179
13125,0.7984382037942661
13126,0.7984131206151989
13127,0.7983878378329873
13128,0.7983623554539518
13129,0.7983366734844631
13130,0.7983107919309418
13131,0.7982847107998581
13132,0.7982584300977322
13133,0.7982319498311347
13134,0.7982052700066852
13135,0.7981783906310537
13136,0.7981513117109604
13137,0.7981240332531747
13138,0.7980965552645164
13139,0.7980688777518548
13140,0.7980410007221093
13141,0.7980129241822493
13142,0.7979846481392938
13143,0.7979561726003119
13144,0.7979274975724225
13145,0.7978986230627942
13146,0.7978695490786458
13147,0.7978402756272457
13148,0.7978108027159123
13149,0.7977811303520136
13150,0.797751258542968
13151,0.7977211872962433
13152,0.7976909166193573
13153,0.7976604465198778
13154,0.797629777005422
13155,0.7975989080836576
13156,0.7975678397623017
13157,0.7975365720491214
13158,0.7975051049519336
13159,0.7974734384786051
