example_id,target
0,0.800000151942665
1,0.8000000522834111
2,0.79999975262428
3,0.7999992529653466
4,0.799998553306736
5,0.799997653648623
6,0.7999965539912324
7,0.7999952543348394
8,0.7999937546797686
9,0.7999920550263951
10,0.7999901553751438
11,0.7999880557264897
12,0.7999857560809575
13,0.7999832564391223
14,0.7999805568016088
15,0.7999776571690921
16,0.799974557542297
17,0.7999712579219984
18,0.7999677583090213
19,0.7999640587042406
20,0.7999601591085811
21,0.7999560595230178
22,0.7999517599485755
23,0.7999472603863291
24,0.7999425608374037
25,0.799937661302974
26,0.7999325617842646
27,0.799927262282551
28,0.7999217627991576
29,0.7999160633354594
30,0.7999101638928814
31,0.7999040644728984
32,0.799897765077035
33,0.7998912657068664
34,0.7998845663640172
35,0.7998776670501624
36,0.7998705677670267
37,0.799863268516385
38,0.7998557693000621
39,0.7998480701199326
40,0.7998401709779217
41,0.799832071876004
42,0.7998237728162041
43,0.7998152738005969
44,0.7998065748313072
45,0.7997976759105098
46,0.7997885770404292
47,0.7997792782233402
48,0.7997697794615676
49,0.7997600807574861
50,0.7997501821135202
51,0.7997400835321447
52,0.7997297850158842
53,0.7997192865673133
54,0.7997085881890567
55,0.799697689883789
56,0.7996865916542346
57,0.7996752935031681
58,0.7996637954334143
59,0.7996520974478475
60,0.7996401995493921
61,0.7996281017410228
62,0.7996158040257638
63,0.7996033064066898
64,0.799590608886925
65,0.7995777114696438
66,0.7995646141580707
67,0.7995513169554799
68,0.7995378198651957
69,0.7995241228905924
70,0.7995102260350941
71,0.7994961293021753
72,0.79948183269536
73,0.7994673362182223
74,0.7994526398743865
75,0.7994377436675265
76,0.7994226476013665
77,0.7994073516796804
78,0.7993918559062921
79,0.7993761602850757
80,0.7993602648199553
81,0.7993441695149043
82,0.7993278743739467
83,0.7993113794011565
84,0.7992946846006571
85,0.7992777899766225
86,0.7992606955332762
87,0.7992434012748918
88,0.7992259072057928
89,0.7992082133303529
90,0.7991903196529955
91,0.799172226178194
92,0.7991539329104715
93,0.7991354398544018
94,0.7991167470146079
95,0.799097854395763
96,0.7990787620025903
97,0.799059469839863
98,0.7990399779124038
99,0.7990202862250859
100,0.7990003947828324
101,0.7989803035906158
102,0.7989600126534591
103,0.7989395219764351
104,0.7989188315646664
105,0.7988979414233253
106,0.7988768515576348
107,0.7988555619728671
108,0.7988340726743446
109,0.7988123836674398
110,0.7987904949575747
111,0.7987684065502215
112,0.7987461184509026
113,0.7987236306651897
114,0.7987009431987049
115,0.79867805605712
116,0.7986549692461568
117,0.798631682771587
118,0.7986081966392321
119,0.7985845108549638
120,0.7985606254247035
121,0.7985365403544227
122,0.7985122556501423
123,0.7984877713179337
124,0.7984630873639179
125,0.7984382037942661
126,0.7984131206151989
127,0.7983878378329873
128,0.7983623554539518
129,0.7983366734844631
130,0.7983107919309418
131,0.7982847107998581
132,0.7982584300977322
133,0.7982319498311347
134,0.7982052700066852
135,0.7981783906310537
136,0.7981513117109604
137,0.7981240332531747
138,0.7980965552645164
139,0.7980688777518548
140,0.7980410007221093
141,0.7980129241822493
142,0.7979846481392938
143,0.7979561726003119
144,0.7979274975724225
145,0.7978986230627942
146,0.7978695490786458
147,0.7978402756272457
148,0.7978108027159123
149,0.7977811303520136
150,0.797751258542968
151,0.7977211872962433
152,0.7976909166193573
153,0.7976604465198778
154,0.797629777005422
155,0.7975989080836576
156,0.7975678397623017
157,0.7975365720491214
158,0.7975051049519336
159,0.7974734384786051
160,0.7974415726370525
161,0.7974095074352423
162,0.7973772428811905
163,0.7973447789829636
164,0.7973121157486776
165,0.7972792531864978
166,0.7972461913046404
167,0.7972129301113706
168,0.7971794696150039
169,0.7971458098239049
170,0.7971119507464891
171,0.7970778923912212
172,0.7970436347666154
173,0.7970091778812364
174,0.7969745217436984
175,0.7969396663626654
176,0.7969046117468511
177,0.7968693579050194
178,0.7968339048459836
179,0.796798252578607
180,0.7967624011118026
181,0.7967263504545333
182,0.7966901006158119
183,0.7966536516047006
184,0.7966170034303118
185,0.7965801561018074
186,0.7965431096283996
187,0.7965058640193495
188,0.7964684192839688
189,0.7964307754316187
190,0.7963929324717098
191,0.7963548904137033
192,0.7963166492671097
193,0.7962782090414888
194,0.796239569746451
195,0.7962007313916561
196,0.7961616939868137
197,0.796122457541683
198,0.7960830220660733
199,0.7960433875698433
200,0.7960035540629016
201,0.7959635215552067
202,0.7959232900567667
203,0.7958828595776393
204,0.7958422301279323
205,0.7958014017178031
206,0.7957603743574586
207,0.7957191480571556
208,0.795677722827201
209,0.7956360986779509
210,0.7955942756198111
211,0.7955522536632379
212,0.7955100328187363
213,0.7954676130968616
214,0.7954249945082188
215,0.7953821770634627
216,0.7953391607732974
217,0.7952959456484769
218,0.7952525316998054
219,0.795208918938136
220,0.7951651073743717
221,0.795121097019466
